Emotions,Path
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_ITS_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_ITS_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_ITS_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_ITS_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_ITS_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_ITS_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWL_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWL_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWL_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWL_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWL_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWL_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWW_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWW_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWW_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWW_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWW_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_IWW_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_MTI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_MTI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_MTI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_MTI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_MTI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_MTI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TAI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TAI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TAI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TAI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TAI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TAI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TIE_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TIE_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TIE_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TIE_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TIE_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TIE_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_TSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_WSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_WSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_WSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_WSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_WSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1051_WSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_DFA_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_DFA_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_DFA_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_DFA_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_DFA_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_DFA_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_ANG_HI.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_ANG_LO.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_ANG_MD.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_DIS_HI.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_DIS_LO.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_DIS_MD.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_FEA_HI.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_FEA_LO.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_FEA_MD.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_HAP_HI.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_HAP_LO.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_HAP_MD.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_SAD_HI.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_SAD_LO.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IEO_SAD_MD.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IOM_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IOM_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IOM_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IOM_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IOM_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IOM_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITH_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITH_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITH_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITH_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITH_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITH_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITS_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITS_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITS_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITS_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITS_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_ITS_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWL_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWL_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWL_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWL_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWL_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWL_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWW_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWW_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWW_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWW_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWW_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_IWW_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_MTI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_MTI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_MTI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_MTI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_MTI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_MTI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TAI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TAI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TAI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TAI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TAI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TAI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TIE_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TIE_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TIE_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TIE_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TIE_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TIE_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_TSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_WSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_WSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_WSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_WSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_WSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1052_WSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_DFA_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_DFA_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_DFA_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_DFA_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_DFA_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_DFA_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_ANG_HI.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_ANG_LO.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_ANG_MD.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_DIS_HI.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_DIS_LO.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_DIS_MD.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_FEA_HI.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_FEA_LO.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_FEA_MD.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_HAP_HI.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_HAP_LO.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_HAP_MD.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_SAD_HI.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_SAD_LO.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IEO_SAD_MD.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IOM_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IOM_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IOM_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IOM_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IOM_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IOM_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITH_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITH_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITH_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITH_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITH_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITH_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITS_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITS_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITS_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITS_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITS_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_ITS_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWL_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWL_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWL_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWL_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWL_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWL_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWW_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWW_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWW_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWW_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWW_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_IWW_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_MTI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_MTI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_MTI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_MTI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_MTI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1053_MTI_SAD_XX.wav
